ids,screen_name,followers,retweet,inreplyto, favorite,friends, listed, location,text
2284158745,egotrivia,1045,9798,,0,134,15,,RT @btsarmy2018x: Jungkooks face mask is an actual FACE so he put it over his eyes...I CANT SJSKSK https://t.co/bZqMmkj5pB
8.20704E+17,jedisith351,154,22075,,0,223,0,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
521608437,MtnShepherdesss,596,0,kathymahar,0,2086,3,,@kathymahar Just in case @sarahcpr is willing to #tiktok #KovidKenney here he is with his non-restriction/restricti https://t.co/3VjZbhdHCf
45653175,komenak,130,2,,0,1133,0,"Spartanburg, SC",RT @WerderEdESPN: Protect yourself and others this holiday season and wear a mask.
2911377204,rztres,167,5,,0,409,2,"California, USA",RT @PardesSeleh: In the car with my sister and we just saw a billboard advertisement of some lawyer wearing a mask. My little sister was li
1.03609E+18,wellactually14,125,0,brian_kentucky,2,244,0,"Texas, USA",@brian_kentucky @funny_layde Im sure it would be fine as long as you wear a mask and the others in attendance are 6 ft away while watching.
1.12663E+18,maffewchan,54,22075,,0,238,0,"Delta, British Columbia","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1724206088,anjalidaryani,361,528,,0,440,3,pain,RT @adam22: Guy gets choked out in Melbourne allegedly for not wearing a mask  https://t.co/FQG0UQdANP
3653665515,chargerdefense,56,0,,0,136,6,United States,"Wear your mask ? Angles to diz shiiet
What shit? https://t.co/HblPJrGqOc"
484477723,russmove,7000,206,,0,7697,216,The Bat Cave,"RT @nypost: 'Wear a friggin' mask!': Jon Bon Jovi, Bruce Springsteen and Jon Stewart join forces https://t.co/wo2lByzsi8 https://t.co/kSAXR"
3057382945,Tal_AS_,1888,6617,,0,1755,2,,RT @TrollFootball: Kepa isn't wearing a mask because he can't catch anything https://t.co/0cRXuHRl3V
1541316324,alyssacolman,2222,151,,0,1554,4,Florida,RT @sara_dinatale: I wrote extensively about Publix being late to adopt mask use here: https://t.co/065ws9OW8R
1.11663E+18,itstararooney,164,9268,,0,372,0,"London, England","RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
8.25389E+17,John_Heretic,1854,1390,,0,2036,1,Facepalm Beach,RT @DWUhlfelderLaw: Florida Gov. Ron DeSantis extends order banning local mask mandates https://t.co/540Gbif00k
19278423,RyanDeanKSDK,7903,15,,0,1364,249,St. Louis,"RT @CaseyNolen: #breaking Mask mandate passes in Jefferson County.
Goes into effect Friday. https://t.co/nCXl19pc7x"
1.23294E+18,PatilSudharshan,540,0,ManojTiwariMP,1,563,0,,"@ManojTiwariMP @PankajK57234314 @BJP4Delhi @siddharthanbjp BRAINLESS MURKH 
AAP WAALO NETA LOG
 
REPLY  NOW
YOU CAN https://t.co/pbAaNmprAV"
415683367,fly2ohare,51509,0,,3,476,901,"Chicago, IL USA","Your safety is our top priority. If you are traveling this holiday season, please do your part; wear a mask over yo https://t.co/jKaHunl5u7"
384427029,fly2midway,20186,0,,0,221,426,"Chicago, IL USA","Your safety is our top priority. If you are traveling this holiday season, please do your part; wear a mask over yo https://t.co/iSwSXbFnQn"
422898687,rspiers2,56,33,,0,139,3,"Winnipeg, Canada","RT @AceBurpeeShow: Received a card from Dancing Gabe and hes always had a way with words that is a bit under appreciated. 
Stay Home
St"
15750898,FOX13News,327786,66,,419,4782,1775,"Tampa, FL",Gov. Ron DeSantis extended an executive order that bans cities and counties from enforcing mask mandates. It also b https://t.co/DhLBkzgajp
1327321944,esneet4113,3117,2367,,0,4922,68,On the Gulf Stream,"RT @CoryBooker: Please, please wear a mask."
22740956,LauraVan,458,5,,0,834,0, Oregon,"RT @KarolinaVoit: So today's covid death toll is the equivalent of SIX 737s blowing up in mid air! 
Almost 2300 people died today and the d"
7.87524E+17,BobB6345789,4107,489,,0,4856,2,Raymond IL,RT @BrentTerhune: People who wear a mask in the car https://t.co/uWlXtsZlIg
1.02807E+18,SylentWrath,1363,1,,2,1184,6,,The Gates of Valhalla have finally opened! The newest scent from @beard_struggle and the mineral mask are a perfect https://t.co/DXejChdTlT
1460235324,GoldStarWife08,78,173,,0,182,1,,"RT @JoyAnnReid: Another reality check on covid-19. Don't catch this thing. Mask up, please. And socially distance!"
1.28147E+18,Shannon10672775,23,438,,0,1103,0,,RT @barstoolsports: Johnathan Abram has a smelling salt in his face mask just in case he may need it on the field #FootballGuy https://t.co
452571402,Cole_Beast,332,10,,0,523,0,,RT @CHEK_News: No mask? You could be fined and calls reporting B.C. mask violations are way up https://t.co/gCcvJoJ7iB
4204395133,WendyMichele48,5934,1,,0,6285,269,Midwest,"RT @CumbaCarmen: Gm.Pals ,God bless  everyone of my Pals Family  and all my Furpals Today &amp; Have a bless Safe Thanksgiving  Pls Stsy safe"
180647896,mbad92,636,15,,0,421,2,The Woods,RT @rachcee_: Dont be a turkey wear a mask what the actual fuck does that even mean
1.19225E+18,Kiss_My_Mask,10311,1627,,0,10177,0,"Texas, USA","RT @ksorbs: Random thought:
Do strippers need to wear masks? 
Since it is an essential service according to our political elites"
72578230,_Aristocles_,40,0,CBSNews,0,179,4,The Grove of Academe,@CBSNews I gave instructions that if I do get COVID-19 and must go to the hospital that I refuse to be put on a ven https://t.co/PFr9KAMVQl
67169191,FluffySays,4150,492,,0,3297,90,USA,"RT @AynRandPaulRyan: My husband was called back to take care of COVID patients the ICU this week.

Watching people stream into crowded airp"
16316179,cliffhangerCA,4795,492,,0,5071,0,California,"RT @AynRandPaulRyan: My husband was called back to take care of COVID patients the ICU this week.

Watching people stream into crowded airp"
407315537,aWeeG3,2479,23,,0,4001,32,NewEnglandah,RT @Miriam2626: On Thanksgiving Eve the chief nurse of Midland Memorial Hospital is receiving death threats for advocating for mask mandate
3655403833,RasJah22,1193,1831,,0,1766,0,"Chico, CA",RT @BrentTerhune: If I see one more person wearing a mask while theyre alone in their car Im gonna mind my own goddamn business because w
187674666,AllaynaMarie_,2099,0,,3,951,10,,"I dont care how many mask you wear, if youre not watching what you put in your body youre fucked anyway."
462201830,mhayoun,3659,1,,27,684,0,,"I got a Korean LED mask. Red is anti-aging, blue is anti-acne. Sadly, Im at a place in life where I need both. Her https://t.co/jefRqL0qZg"
1681264501,sarian_carole,25,2741,,0,58,0,CA,"RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
91642528,cbcmarketplace,31034,3,,3,152,454,Canada,Kootenay Co-op has seen an increase in aggressive customers who refuse to wear a mask since the provincial mandate. https://t.co/PyRIgLKpzg
2284104176,Original_Worm,1361,0,,0,1393,180,"Austin, TX",Shin relief anywhere you roll. Still giving away FREE FACE MASK w each website order. Link in profile https://t.co/WL6BsHHdMN
835957195,PhotographyET,86,0,,0,15,7,"Cincinnati, OH","Mask up with Dr. Now.  
#my600lblife 

https://t.co/4BuCrOED3s https://t.co/kh7gM7Um2P"
4042048934,diosHD_,151,0,LeftwardUS,2,494,0,United States,@LeftwardUS @gatewaypundit @realDonaldTrump @RudyGiuliani you wear a mask inside your own house dont you? 
1.32903E+18,BAE173FANCAFE,190,0,BAE173FANCAFE,1,2,1,,"I felt like you've always given me overflowing love so I'm very thankful for that 
I'm still lacking and clumsy, https://t.co/SsMgQqM8Qk"
242832905,ednamaemae,994,2367,,0,836,10,United States,"RT @CoryBooker: Please, please wear a mask."
3950113999,RolfzenClare,5579,2741,,0,5804,4,"Minnesota, USA","RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
9.06135E+17,pawpads01,3198,26,,0,4342,3,"Florida, USA","RT @bblock29: New York Post : Florida Gov. Ron DeSantis extends order banning local mask mandates.
Could he be anymore of an asshole?
https"
261497731,GaonouLor,56,22075,,0,161,0,WI,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
7.86349E+17,VozdeRaquel,1144,34,,0,846,35,Milky Way galaxy,"RT @johnpavlovitz: Generalizing is usually a bad idea, but it's safe to say that anyone still refusing to wear a mask is a fairly terrible"
240731582,janieappleseed,318,22075,,0,1121,0,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
9.64348E+17,cokirahua,129,409,,0,1168,1,,RT @chescaleigh: Important to remember that testing negative for #Covid19 that doesnt mean youre in the clear. Theres a 14 day incubatio
812064692,TrawickMichelle,125,1,,0,181,0,,"RT @UNOCBA: We are definitely thankful for the Thanksgiving break starting today, aren't you? ? #UNOCBA hopes you enjoy your well-deserved"
1.29378E+18,Sana_Enzo,2,0,ShopeePH,0,70,0,,"@ShopeePH #ShopeePH1212 Behind the mask
@JYPETWICE
 #TWICE
#shopeePHKPAP"
9.65837E+17,advisordanny,184,2548,,0,2023,0,"Yokohama City, Kanagawa","RT @WatchChad: This restaurant just demanded that I put on a mask to pay my bill.

Ill let you think about how that turned out."
1.18742E+18,Mask_official_,1044,0,ManiRohit10_,2,451,0,"Thanjavur🌾, India",@ManiRohit10_ Congrats Bro! 
2353575105,zoeglaze6,678,250,,0,4434,113,middlesbrough,"RT @EdenHolisticals: #GIVEAWAY
We are giving away one of our Lovely Dream Boxes just in time for Christmas
Included is:
-Dream Candle, Dre"
584462476,PuckinSassPot,6145,0,Matthew_N_Day,1,4015,69,"Hamilton, Ontario",@Matthew_N_Day I smile all the time. Sucks that the mask covers everything up
1.06389E+18,MmeKYoung,48,139,,0,50,0,"Surrey, British Columbia","RT @EmilyLazatin: ""I have no time for people who believe that wearing a mask somehow makes them ill or is a sign of lack of freedom"" - Dr."
1.03745E+18,deepfriedballs,31,0,MORTALCIPHER,1,351,0,,@MORTALCIPHER He thinks that flowers helps with COVID and it scares the gems away at least he wears a mask
170164340,jess_qualls,1776,2,,34,3221,5,,"Its the way she still smiles even with the mask on and you can tell.

#GoodWitch #KatBarrell #GoodEarpers https://t.co/fGNi0xRsdU"
2820282626,ChairForceOne_,249,0,_JaneyLaney,0,58,7,"Maine, USA",@_JaneyLaney If he paid people to give false data then he should be impeached. Not mandating mask use just means he https://t.co/Jp3jNS2DdZ
359087790,IBAConservative,5865,0,,0,5883,2,Canada,"100% Like they tell you on the plain, must your oxygen mask on first! 
#MAGA2020 #GodBlessPresidentTrump https://t.co/q96zu87e35"
7.59504E+17,StephanieIvey13,693,266,,0,626,16,,"RT @VinGuptaMD: I was just in a grocery store and saw some staff only wearing face shields without masks. 

I know consistent messaging on"
126449332,WhistlingBatter,549,266,,0,559,16,"Under The Rhine, Cincinnati","RT @VinGuptaMD: I was just in a grocery store and saw some staff only wearing face shields without masks. 

I know consistent messaging on"
4790717117,dottsieann21,1513,1390,,0,2644,0,"Pennsylvania, USA",RT @DWUhlfelderLaw: Florida Gov. Ron DeSantis extends order banning local mask mandates https://t.co/540Gbif00k
956614358,isaahhhh,551,0,,4,359,1,"Denver, CO","People getting mad at government mandates instead of getting mad at all of your friends that are going to parties, https://t.co/ACKRtaPUas"
3226662488,amarilis439,2339,119,,0,5001,2,,"RT @syramadad:  

Face shields do not replace face masks. You can wear eye protection with a face mask. 

Having to provide ongoing infect"
8.27739E+17,sunparrotboat,1295,465,,0,2635,6,"Marathon, FL","RT @Tammy59039968: When your school receives Mask from Pharrell, you dance!!! WHS SAYS THANK YOU @Pharrell !!!! https://t.co/iAqP7Wupma"
40309937,shelliyoder,452,22075,,0,168,10,"Bloomington, Indiana","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
4341447024,aegispls,53,0,,3,200,4,"California, USA","Hey, if youve been trying to track down the #PS5 DualSense charging station, check your local Walmart (showing onl https://t.co/9NzxXT6K1t"
634242289,bsfarmzeldon,2373,2,,0,2309,66,Southern MB,"RT @Cornfrmr: Our local mayor tells us its too dangerous to go out without a mask so they implement a mask mandate. 

Then tells us how wor"
7.31515E+17,SueSchei,2242,2741,,0,4862,0,,"RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
1.21545E+18,Beheredothis,3,0,rangerstation3,1,257,0,,"@rangerstation3 @of_cle @del_kitner @JoeBiden Ok bot, for the last time... your mask is to keep your filthy germs t https://t.co/UkQVQQJ2xP"
2202633972,BrieDehoyos,800,1282,,0,736,0,,RT @lilbittybit__: Imma say it again STOP PULLING YOUR MASK DOWN TO TALK TO RETAIL/ESSENTIAL WORKERS!!!!!!!!!!!! Or anyone for that matter.
584241713,DestiniBemis,260,22075,,0,823,3,Massachusetts,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
35837862,Daz_Gizmo,332,0,linseymarr,2,970,0,Nottingham,@linseymarr I find it so hard to believe the majority of people are using masks that cost less than a cup of coffee https://t.co/MFtt1MNw61
8.81648E+17,karendevine84,2117,95,,0,2645,4,,"RT @essenviews: @BorisEP Need a reason to wear a mask? 
Watch this 
https://t.co/oYQd3zvAXL"
7.55619E+17,RinsaVuIIer,190,164,,0,403,0,United States,RT @OrdinaryGamers: @TheEllenShow You should ask Twitter to add a laugh track function so it can mask the unfunny.
1129088462,Baltimorron,1176,742,,0,2163,120,"Los Angeles, California",RT @Pminn76: My little sister has Covid. She is a school teacher. She has four children. She has always worn a mask. Thats it.
2751254391,Katz75Sandy,1569,1471,,0,4372,17,oc ca,RT @SenKamalaHarris: During the holidays its important we do everything we can to prevent COVID-19 from spreading. That means practicing s
2946868818,MrNickDanger,73,0,davenoon1970,1,474,0,,@davenoon1970 Is MUST READ more tyrannical than wearing MASK UP?
14659978,obsolete29,548,1831,,0,292,37,"Nashville, TN",RT @BrentTerhune: If I see one more person wearing a mask while theyre alone in their car Im gonna mind my own goddamn business because w
1.26655E+18,onelovebabii7,123,1780,,0,2856,1,,"RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
4685630900,x1ColdMFx,25,164,,0,281,0,,RT @OrdinaryGamers: @TheEllenShow You should ask Twitter to add a laugh track function so it can mask the unfunny.
1.2334E+18,artsharewlucy,1280,0,,0,1365,6,,"#MASK

freshly cooked chicken ??? idk 

https://t.co/4RjSoXahnJ https://t.co/rHYtRZh1Z5"
1.13344E+18,kralik_a,8,0,washingtonpost,2,70,0,"Lancaster, PA","@washingtonpost If we can do simple tasks 
It's highly recommend that you wear a mask.  I don't understand how folk https://t.co/lhKZSVCJdB"
1.27268E+18,choihanniechim_,60,9798,,0,114,2,btsvtxtx1weienh-,RT @btsarmy2018x: Jungkooks face mask is an actual FACE so he put it over his eyes...I CANT SJSKSK https://t.co/bZqMmkj5pB
983071488,StacyKelleher,587,22075,,0,794,6,"Philadelphia, PA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
28241597,cm_merlin,15782,1780,,0,17297,38,,"RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
1.25713E+18,amieonnie,880,1372,,0,878,4,🇵🇭,"RT @miiniyoongs:  yoongi you have a bit too
 *sip sip sip*
 you have to drink with your mask on
 yoongi here drink some too
 *spills o"
3297612197,CambridgeMaskCo,1876,1,,1,944,21,"Cambridge, England",NEW BLOG POST: 'Looking for the best way to stand out? Customise. Our in-house design team here at Cambridge Mask C https://t.co/4gse9NXsBa
1.2445E+18,easycomeeasygon,1,0,jaimeight,0,45,0,Anywhere,@jaimeight @ABC China already loose the mask control for half yr
3883622839,cheezytoon,821,1,,0,599,40,,"RT @dat_makuta: My grandmother, and now my Aunt have recently passed away to due to COVID-19

This virus isn't a hoax and I'm tired of peop"
4027118237,IsabellaGnitke,1122,22075,,0,3613,0,"Ohio, USA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
195970272,kelvinbooyah,489,0,awidholm,1,685,12,"São Paulo, Brasil","@awidholm @ellorysmith Concluding, USE THE GODDAM MASK to diminish the chances of dying."
47341324,marines762001,76,565,,0,424,0,,"RT @amyklobuchar: More than 2,000 people died from COVID-19 yesterday. Someone lost a loved one every 40 seconds of the day. Please take ca"
53612020,JustinWWaldrop,1466,22075,,0,1301,38,"Dallas, TX","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
288902601,liberalvixen,1743,2741,,0,4601,52,"Orange County, CA","RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
734869398,CfraimonCheri,559,22075,,0,1495,1,new port richey florida,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
9.07704E+17,KelliCa38731932,899,22075,,0,922,1,"Tempe, AZ","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1.28749E+18,Rich39680421,85,0,latephilipjfry,1,268,0,,"@latephilipjfry @Joy_Villa So wash your hands and wear a mask if ur sick. Otherwise, live."
3248207610,EveLewi65296271,9,0,WDRBNews,1,77,2,,@WDRBNews Half of the super-spreaders belong to this mindset !! Makes me so mad!! Thousands ignoring even the most https://t.co/PXU1HsI3tQ
182124615,WHO_isKenny,1344,4,,0,872,11,,"RT @__atanima: Ive been buying my little brother skin care products, and making him oat face mask for the last 2 months and he hasnt had"
9.18019E+17,parallel_buddy,484,69,,0,285,0,대한민국 서울,"RT @GFRDnation: [] 20201126 GFRIEND'S YOUTUBE CHANNEL (@GFRDofficial)
 
[CHOREOGRAPHY] GFRIEND () MAGO Dance Practice (Eye Mask Ver."
151709303,bear4136,752,22075,,0,2708,32,"Santa Cruz, CA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
49100504,rebekah930,17136,163,,0,17172,3,Michigan,"RT @LightworkerCain: My boss asked me if I could help with passing out food.

Me: Certainly.

Boss: Ok, but you'll have to wear a mask.

Me"
2901841162,jounouchis,463,0,aflightybroad,1,836,4,PA,@aflightybroad i am glad you reunited with the mask it is truly good. aesthetic. deserves to be seen. taking lost s https://t.co/1ukrsSfXMy
423624554,Mr_Braden,1178,0,NicoleFrench07,1,1298,50,"La Porte, IN",@NicoleFrench07 @TeachMrReed @JaneMaryardoin When I refer to grade level Im not referring to grades. Grades shou https://t.co/5Pjrg7VPAR
573334894,villarrealzul,1274,0,,3,516,7,"Houston, Tx.",This lady at the Starbucks in target really just got mad they wouldnt take her order... it literally says at the d https://t.co/4SCN6Si0oB
3949435217,thinkkimthink,18304,1,,0,20119,309,"Manhattan, NY","RT @QueenGina511: I hope you're happy, all of you people who refuse to wear a mask. PS this is just one of the many things you've ruined"
1.08047E+18,MewtwoTheScout,618,0,,2,1598,9,United Kingdom,Teenager with a red mask that is long https://t.co/vimxtkPIt3
1.30009E+18,GIRISHJOSHI_13,2,22075,,0,5,0,"नई दिल्ली, भारत","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
2308499849,MestrovichKaren,1966,81,,0,2619,13,"Ohio, USA",RT @Bill_Maxwell_: Wear a mask and back up a bit. Save lives. https://t.co/jQD4hhHoRZ
238856435,JillKrop,17229,52,,0,1366,259,"Vancouver, BC","RT @richardzussman: Dr. Bonnie on mask wearing - ""To me it's about respect for those who are suffering through this with us."" #bcpoli #covi"
8.85874E+17,gilliland_ac,718,0,thehodgenator,1,728,1,personal account,"@thehodgenator Thank you! Got a pic taken today without a mask, passport needed, and it felt weird and scary."
432121431,agent_orangutan,5686,0,BorisEP,1,5638,10,United States,@BorisEP No body cares! Should have worn a mask to begin with.
99155517,raysujoy,50,0,Kristy91808800,2,25,1,"Vancouver, British Columbia","@Kristy91808800 @ms_ong007 Kristy - it is all about ego - My way or highway. Perfect example - mandating mask, allowing COVID 19 App."
2256773466,siylverfox,212,0,,5,113,4,Japan,Hate how my glasses get all foggy with this mask
275346646,yosarian_vive,249,0,halcyon1776,0,511,1,,@halcyon1776 @michaelmalice Right now theres only one side thats acab. Wait until national mask mandates and Bidens gun plan.
8.43847E+17,ace22670,1231,22075,,0,1764,1,"Rochester, NY","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1330645681,CatRoussel,539,455,,0,1151,7,"Alberta, Canada","RT @j_mcelroy: Bonnie Henry: ""I have no time for people who believe wearing a mask somehow makes them ill or is a lack of freedom."""
1.17367E+18,besties2387,67,1394,,0,158,2,,"RT @AlexBerenson: If public health experts wanted to be honest about masks, theyd say:

Wed like you to wear a mask inside. We think its"
1.18244E+18,alexstuttss,74,0,,2,119,0,,He said I looked good without my mask 
176796221,CitizenMurphy,6268,6,,0,1938,200,"Rochester, N.Y.",RT @The_Citizen: Wegmans responded on Wednesday after renewed attention to its refusal to sign a consent order in Cayuga County acknowledgi
1.32009E+18,ParagonHollyann,2,0,,0,23,0,"Saint John, New Brunswick","2/2 quarantine us from our families  and tell us we can not move from out of the zone.  
We could do everything and https://t.co/US36wkl9Wu"
2927348474,ParsimoniousWiz,191,7,,0,186,3,lost,"RT @vanillatary: US conservatives: 
You cant marry because it makes me feel weird, no stem cell research because of religion, small town p"
290771271,AlanNeff,659,394,,0,552,20,Department of Ratio Research,"RT @choo_ek: I wish I could bundle up all that ""you're heroes, we'll clap for you"" energy and put it all towards ""we'll silently support yo"
138830247,jgkoomey,4855,2,jgkoomey,7,3321,220,"California, USA","The virus doesn't care at all about your feelings, and if you let up even for a moment it could be a mistake you'll https://t.co/7v85nSOwvJ"
248784709,goatwhore666,2583,0,,6,1347,31,,I'm making every one of my family members wear a mask in our house forever!
61594584,HunterStevenC,1200,0,erika_ronin,2,306,8,,@erika_ronin @SteelCityGator Its the minimal mask wearing for me
1.29675E+18,FLgrl183,9,0,SenKamalaHarris,0,68,0,,@SenKamalaHarris Do you have any ideas on how FL can get  @GovRonDeSantis on board? Hes extending orders to BAN mask mandates in the state.
9.85111E+17,EmaHarunn,212,3079,,0,177,0,Malaysia,RT @P_Walkerr2: wearing a mask is great cuz nobody can see me talking to myself in public.
7.92776E+17,Marches45,279,0,,2,1893,3,,"1. Dirty sketch
2-. Clean/edit sketch
+1. Line art
+2. Mask
+3. Base colors
+4. Shade mask + darkened base color https://t.co/1OyJeKU0fN"
1.26083E+18,chubbydongkyu,381,5,,0,406,10,"🇲🇨06L  ,  fa n' ca  ,  ESFP","RT @leepearrrrl: Yeah I know the filter doesn't match, and I have face mask on 
#DandelionsSelcaDay 
#DSD 
#Dandelions_With_Daniel https:/"
372751390,tejpratap6,39,0,mangalpandeybjp,0,628,0,,"@mangalpandeybjp you have to pay the penalty.

Mask face pe hona chaheye neck pe nahi.Mask lagne ka drama kahe kar https://t.co/gbSUPATdNI"
1.25223E+18,LizMcDo76763545,2137,119,,0,4997,0,,RT @WeTheInevitable: U.S. Senators Ed Markey (D-Mass.) and Richard Blumenthal (D-Conn.) announced legislation Wednesday aimed to bring mask
7.96062E+17,FlyingMezerkis,1640,22075,,0,694,17,"Philadelphia, PA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1.31389E+18,PeterFalcon11,0,0,CryptoMagnetdsm,15,2,0,,@CryptoMagnetdsm @toast_mmmm @RepDLesko The role of the government is to protect stupid people from hurting themsel https://t.co/D2xYLHxy8p
14361260,WFMY,133293,0,,5,772,1005,"Greensboro, North Carolina","State officials hope the mask mandate can slow the spread of COVID-19, especially over the Thanksgiving holiday. https://t.co/2CPHBOUupl"
1.29185E+18,CarderEllysa,8,22075,,0,95,0,United States,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1.0697E+18,GSgathan,703,10,,21,445,13,New York,"New ref for Slaine (they/them) to celebrate the way of mercy being in Tasha's! I forgot to give them a mask, but to https://t.co/dK410ON8uS"
8.44889E+17,KenBranch4,3,0,WLOX,0,24,0,,@WLOX Wear your mask if you want to and shut up
297086099,Modi_nation,29,0,JustinTrudeau,0,128,0,Brampton,@JustinTrudeau @MarciIen @YaaraSaks If it is recent photo it is not safe for any one as so near without mask!
25946616,tmrasberry,5633,10,,0,1757,430,"Washington, DC","RT @DCPoliceDept: As cases increase nationwide, protect your family: limit exposure to other people, require all guests in your home to wea"
9.0171E+17,vangamudi1,588,65,,0,873,0,,RT @Dylan_Bostic: My family has been hit with Covid. Please wear a fucking mask  thanks.
91874501,Kyle_msry_dkc,460,0,fucknseubold,1,335,5,United States,@fucknseubold Its just stupid. Iv watched people walk in with no mask and they dont say anything and Iv seen peop https://t.co/pAR3VSBhC8
1.30849E+18,trumpandputinp1,114,266,,0,86,0,,RT @DrEricDing: SOUTH DAKOTACEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.
1.18344E+18,tracychapmanfa1,28,1471,,0,1250,0,,RT @SenKamalaHarris: During the holidays its important we do everything we can to prevent COVID-19 from spreading. That means practicing s
1.16854E+18,PegRodr80033600,896,4,,0,1348,0,,RT @poohpatn: @GeorgeTakei The case count at my hospital has increased 400% in the last 2 weeks. We have nothing left to give yet were sti
1.0167E+18,mayu69520154,346,1780,,0,334,2,Japan Osaka,"RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
496198349,WarrenP_LFC,376,0,twicrates,1,1048,3,Sunnyvale,"@twicrates is he comparing this to lockdowns, mask mandates? masks/lockdowns have been proven to be so laughably in https://t.co/EEwW3ODgnw"
9.82261E+17,RueWi159,31,0,womanfeeds_id,0,176,0,,"@womanfeeds_id Skintype:kombi

1st cleanser:Viva mc&amp;Nivea biru
2nd cleanser:poise
Hydra toner:hadalabo
Exfo toner:- https://t.co/RZnZKFIoL3"
9.80991E+17,leah_b1989,119,12,,0,185,0,daydreaming,"RT @HaleyLive: COVID-19 is surging in nearly every state.
Please continue to social distance &amp; wear a mask when in public.
We will get th"
3011883034,aja9696,463,565,,0,677,5,"Mercedes, TX","RT @amyklobuchar: More than 2,000 people died from COVID-19 yesterday. Someone lost a loved one every 40 seconds of the day. Please take ca"
1129088462,Baltimorron,1176,1780,,0,2163,120,"Los Angeles, California","RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
8.90734E+17,Charly_Lorens,67,867,,0,135,0,"Fort Worth, TX",RT @WORLDSTAR: United We Mask!  https://t.co/4ZsSFs1niw
1656685574,irhunterjp,188,3959,,0,170,2,Forest Mansion City Lab,"RT @Boringstein: COVID has gotten this bad not because of people seeing families, not because of socializing, not even solely because of th"
1.22654E+18,evilplushmonstr,180,0,hinapatelRx,0,1964,1,BLM,@hinapatelRx My deepest sympathy for your loss. Please put up a memorial go fund me as I would love to send flowers https://t.co/1rvEQHMTGj
9.74067E+17,Barbara00429834,52,266,,0,213,0,,"RT @USMC_3: Teenage girl in Melbourne choked unconscious by security &amp; thrown to the floor-Over a fkng mask!

The sound her head made wh"
620432300,BarefootPanic,456,0,,1,921,18,UK,"I. Am. Not. Surprised. at the nearly 700 preventable deaths...

This was last week and I am still trying to figure https://t.co/UjOWZq9HU1"
434954171,susanneelliott1,25,2467,,0,106,0,"New Jersey, USA",RT @springsteen: Teamed up with some fellow New Jerseyans to encourage everyone this holiday season to wear a friggin mask. Lets all come
